ID_Clima;Date;Estado;Temperatura_Media;Condicao_Climatica;Feriado_Proximo
PB_20241020;2024-10-20;PB;22.0;Sol;False
PR_20241020;2024-10-20;PR;21.1;Parcialmente Nublado;False
PE_20241020;2024-10-20;PE;26.9;Nublado;False
PI_20241020;2024-10-20;PI;21.0;Chuva;False
RJ_20241020;2024-10-20;RJ;18.5;Chuva;False
RN_20241020;2024-10-20;RN;23.1;Parcialmente Nublado;False
AC_20241021;2024-10-21;AC;23.2;Parcialmente Nublado;False
AL_20241021;2024-10-21;AL;22.4;Parcialmente Nublado;False
AP_20241021;2024-10-21;AP;25.4;Sol;False
AM_20241021;2024-10-21;AM;29.5;Sol;False
BA_20241021;2024-10-21;BA;26.0;Chuva;False
CE_20241021;2024-10-21;CE;28.2;Nublado;False
DF_20241021;2024-10-21;DF;22.9;Sol;False
ES_20241021;2024-10-21;ES;21.7;Sol;False
GO_20241021;2024-10-21;GO;24.8;Parcialmente Nublado;False
MA_20241021;2024-10-21;MA;25.1;Sol;False
MT_20241021;2024-10-21;MT;22.2;Nublado;False
MS_20241021;2024-10-21;MS;24.4;Chuva;False
MG_20241021;2024-10-21;MG;21.2;Chuva;False
PA_20241021;2024-10-21;PA;23.9;Parcialmente Nublado;False
PB_20241021;2024-10-21;PB;24.6;Sol;False
PR_20241021;2024-10-21;PR;23.1;Tempestade;False
PE_20241021;2024-10-21;PE;24.1;Parcialmente Nublado;False
PI_20241021;2024-10-21;PI;25.3;Sol;False
RJ_20241021;2024-10-21;RJ;25.5;Sol;False
RN_20241021;2024-10-21;RN;16.4;Parcialmente Nublado;False
AC_20241022;2024-10-22;AC;26.5;Parcialmente Nublado;False
AL_20241022;2024-10-22;AL;16.9;Parcialmente Nublado;False
AP_20241022;2024-10-22;AP;23.7;Sol;False
AM_20241022;2024-10-22;AM;32.3;Nublado;False
BA_20241022;2024-10-22;BA;27.5;Nublado;False
CE_20241022;2024-10-22;CE;28.0;Parcialmente Nublado;False
DF_20241022;2024-10-22;DF;23.0;Sol;False
ES_20241022;2024-10-22;ES;23.2;Parcialmente Nublado;False
GO_20241022;2024-10-22;GO;24.4;Chuva;False
MA_20241022;2024-10-22;MA;30.7;Nublado;False
MT_20241022;2024-10-22;MT;27.5;Tempestade;False
MS_20241022;2024-10-22;MS;25.4;Sol;False
MG_20241022;2024-10-22;MG;18.4;Nublado;False
PA_20241022;2024-10-22;PA;28.6;Tempestade;False
PB_20241022;2024-10-22;PB;23.0;Parcialmente Nublado;False
PR_20241022;2024-10-22;PR;23.8;Tempestade;False
PE_20241022;2024-10-22;PE;25.7;Nublado;False
PI_20241022;2024-10-22;PI;25.7;Nublado;False
RJ_20241022;2024-10-22;RJ;23.2;Parcialmente Nublado;False
RN_20241022;2024-10-22;RN;26.6;Chuva;False
AC_20241023;2024-10-23;AC;23.5;Sol;False
AL_20241023;2024-10-23;AL;24.2;Chuva;False
AP_20241023;2024-10-23;AP;23.8;Parcialmente Nublado;False
AM_20241023;2024-10-23;AM;28.6;Nublado;False
BA_20241023;2024-10-23;BA;23.9;Sol;False
CE_20241023;2024-10-23;CE;26.9;Nublado;False
DF_20241023;2024-10-23;DF;25.7;Nublado;False
ES_20241023;2024-10-23;ES;22.3;Chuva;False
GO_20241023;2024-10-23;GO;23.2;Parcialmente Nublado;False
MA_20241023;2024-10-23;MA;24.5;Chuva;False
MT_20241023;2024-10-23;MT;29.2;Nublado;False
MS_20241023;2024-10-23;MS;28.7;Nublado;False
MG_20241023;2024-10-23;MG;26.7;Sol;False
PA_20241023;2024-10-23;PA;27.8;Sol;False
PB_20241023;2024-10-23;PB;26.8;Nublado;False
PR_20241023;2024-10-23;PR;20.5;Sol;False
PE_20241023;2024-10-23;PE;29.0;Nublado;False
PI_20241023;2024-10-23;PI;18.1;Sol;False
RJ_20241023;2024-10-23;RJ;27.6;Nublado;False
RN_20241023;2024-10-23;RN;23.6;Sol;False
AC_20241024;2024-10-24;AC;27.8;Chuva;False
AL_20241024;2024-10-24;AL;27.3;Parcialmente Nublado;False
AP_20241024;2024-10-24;AP;28.2;Sol;False
AM_20241024;2024-10-24;AM;29.9;Sol;False
BA_20241024;2024-10-24;BA;24.1;Sol;False
CE_20241024;2024-10-24;CE;33.1;Nublado;False
DF_20241024;2024-10-24;DF;25.6;Chuva;False
ES_20241024;2024-10-24;ES;27.0;Sol;False
GO_20241024;2024-10-24;GO;27.1;Parcialmente Nublado;False
MA_20241024;2024-10-24;MA;27.3;Sol;False
MT_20241024;2024-10-24;MT;29.5;Sol;False
MS_20241024;2024-10-24;MS;22.8;Nublado;False
MG_20241024;2024-10-24;MG;19.1;Parcialmente Nublado;False
PA_20241024;2024-10-24;PA;24.2;Parcialmente Nublado;False
PB_20241024;2024-10-24;PB;20.0;Sol;False
PR_20241024;2024-10-24;PR;21.9;Tempestade;False
PE_20241024;2024-10-24;PE;27.2;Chuva;False
PI_20241024;2024-10-24;PI;20.6;Nublado;False
RJ_20241024;2024-10-24;RJ;20.0;Sol;False
RN_20241024;2024-10-24;RN;18.8;Chuva;False
AC_20241025;2024-10-25;AC;22.7;Chuva;False
AL_20241025;2024-10-25;AL;28.2;Chuva;False
AP_20241025;2024-10-25;AP;23.5;Tempestade;False
AM_20241025;2024-10-25;AM;23.9;Parcialmente Nublado;False
BA_20241025;2024-10-25;BA;27.5;Tempestade;False
CE_20241025;2024-10-25;CE;27.0;Parcialmente Nublado;False
DF_20241025;2024-10-25;DF;16.1;Sol;False
ES_20241025;2024-10-25;ES;23.5;Nublado;False
GO_20241025;2024-10-25;GO;20.6;Sol;False
MA_20241025;2024-10-25;MA;22.3;Chuva;False
MT_20241025;2024-10-25;MT;27.5;Sol;False
MS_20241025;2024-10-25;MS;20.5;Sol;False
MG_20241025;2024-10-25;MG;21.1;Sol;False
PA_20241025;2024-10-25;PA;39.1;Parcialmente Nublado;False
PB_20241025;2024-10-25;PB;23.0;Chuva;False
PR_20241025;2024-10-25;PR;23.8;Chuva;False
PE_20241025;2024-10-25;PE;28.3;Parcialmente Nublado;False
PI_20241025;2024-10-25;PI;21.7;Nublado;False
RJ_20241025;2024-10-25;RJ;22.3;Sol;False
RN_20241025;2024-10-25;RN;28.8;Sol;False
AC_20241026;2024-10-26;AC;17.8;Chuva;False
AL_20241026;2024-10-26;AL;24.6;Nublado;False
AP_20241026;2024-10-26;AP;18.0;Nublado;False
AM_20241026;2024-10-26;AM;29.4;Sol;False
BA_20241026;2024-10-26;BA;26.1;Chuva;False
CE_20241026;2024-10-26;CE;28.0;Sol;False
DF_20241026;2024-10-26;DF;21.6;Chuva;False
ES_20241026;2024-10-26;ES;27.2;Sol;False
GO_20241026;2024-10-26;GO;26.1;Parcialmente Nublado;False
MA_20241026;2024-10-26;MA;34.1;Nublado;False
MT_20241026;2024-10-26;MT;24.2;Chuva;False
MS_20241026;2024-10-26;MS;22.3;Sol;False
MG_20241026;2024-10-26;MG;25.7;Parcialmente Nublado;False
PA_20241026;2024-10-26;PA;25.8;Sol;False
PB_20241026;2024-10-26;PB;26.3;Parcialmente Nublado;False
PR_20241026;2024-10-26;PR;21.6;Parcialmente Nublado;False
PE_20241026;2024-10-26;PE;31.5;Sol;False
PI_20241026;2024-10-26;PI;27.9;Nublado;False
RJ_20241026;2024-10-26;RJ;19.4;Parcialmente Nublado;False
RN_20241026;2024-10-26;RN;28.4;Parcialmente Nublado;False
AC_20241027;2024-10-27;AC;26.0;Sol;False
AL_20241027;2024-10-27;AL;22.2;Tempestade;False
AP_20241027;2024-10-27;AP;24.9;Nublado;False
AM_20241027;2024-10-27;AM;26.3;Nublado;False
BA_20241027;2024-10-27;BA;27.9;Sol;False
CE_20241027;2024-10-27;CE;22.9;Sol;False
DF_20241027;2024-10-27;DF;25.6;Chuva;False
ES_20241027;2024-10-27;ES;25.3;Sol;False
GO_20241027;2024-10-27;GO;23.3;Chuva;False
MA_20241027;2024-10-27;MA;26.2;Sol;False
MT_20241027;2024-10-27;MT;20.5;Nublado;False
MS_20241027;2024-10-27;MS;30.0;Tempestade;False
MG_20241027;2024-10-27;MG;21.1;Chuva;False
PA_20241027;2024-10-27;PA;23.8;Chuva;False
PB_20241027;2024-10-27;PB;13.9;Tempestade;False
PR_20241027;2024-10-27;PR;26.4;Parcialmente Nublado;False
PE_20241027;2024-10-27;PE;32.6;Sol;False
PI_20241027;2024-10-27;PI;23.8;Chuva;False
RJ_20241027;2024-10-27;RJ;25.6;Nublado;False
RN_20241027;2024-10-27;RN;33.8;Tempestade;False
AC_20241028;2024-10-28;AC;22.6;Parcialmente Nublado;False
AL_20241028;2024-10-28;AL;24.4;Parcialmente Nublado;False
AP_20241028;2024-10-28;AP;24.5;Parcialmente Nublado;False
AM_20241028;2024-10-28;AM;28.6;Sol;False
BA_20241028;2024-10-28;BA;21.5;Tempestade;False
CE_20241028;2024-10-28;CE;28.5;Tempestade;False
DF_20241028;2024-10-28;DF;25.5;Parcialmente Nublado;False
ES_20241028;2024-10-28;ES;22.3;Tempestade;False
GO_20241028;2024-10-28;GO;27.9;Chuva;False
MA_20241028;2024-10-28;MA;27.7;Sol;False
MT_20241028;2024-10-28;MT;24.5;Nublado;False
MS_20241028;2024-10-28;MS;24.6;Parcialmente Nublado;False
MG_20241028;2024-10-28;MG;25.8;Chuva;False
PA_20241028;2024-10-28;PA;25.3;Parcialmente Nublado;False
PB_20241028;2024-10-28;PB;17.8;Chuva;False
PR_20241028;2024-10-28;PR;24.9;Sol;False
PE_20241028;2024-10-28;PE;31.0;Sol;False
PI_20241028;2024-10-28;PI;26.1;Chuva;False
RJ_20241028;2024-10-28;RJ;27.0;Sol;False
RN_20241028;2024-10-28;RN;20.3;Sol;False
AC_20241029;2024-10-29;AC;23.8;Chuva;False
AL_20241029;2024-10-29;AL;23.9;Sol;False
AP_20241029;2024-10-29;AP;20.1;Sol;False
AM_20241029;2024-10-29;AM;26.3;Nublado;False
BA_20241029;2024-10-29;BA;25.7;Sol;False
CE_20241029;2024-10-29;CE;26.9;Sol;False
DF_20241029;2024-10-29;DF;24.3;Sol;False
ES_20241029;2024-10-29;ES;27.1;Parcialmente Nublado;False
GO_20241029;2024-10-29;GO;23.3;Sol;False
MA_20241029;2024-10-29;MA;29.9;Parcialmente Nublado;False
MT_20241029;2024-10-29;MT;25.9;Sol;False
MS_20241029;2024-10-29;MS;25.1;Parcialmente Nublado;False
MG_20241029;2024-10-29;MG;24.3;Parcialmente Nublado;False
PA_20241029;2024-10-29;PA;26.6;Chuva;False
PB_20241029;2024-10-29;PB;26.6;Nublado;False
PR_20241029;2024-10-29;PR;20.6;Parcialmente Nublado;False
PE_20241029;2024-10-29;PE;28.4;Tempestade;False
PI_20241029;2024-10-29;PI;24.0;Sol;False
RJ_20241029;2024-10-29;RJ;23.5;Sol;False
RN_20241029;2024-10-29;RN;22.4;Sol;False
AC_20241030;2024-10-30;AC;15.6;Nublado;False
AL_20241030;2024-10-30;AL;20.5;Chuva;False
AP_20241030;2024-10-30;AP;25.0;Chuva;False
AM_20241030;2024-10-30;AM;30.8;Nublado;False
BA_20241030;2024-10-30;BA;27.8;Sol;False
CE_20241030;2024-10-30;CE;25.1;Parcialmente Nublado;False
DF_20241030;2024-10-30;DF;18.9;Chuva;False
ES_20241030;2024-10-30;ES;25.4;Parcialmente Nublado;False
GO_20241030;2024-10-30;GO;21.1;Chuva;False
MA_20241030;2024-10-30;MA;27.6;Parcialmente Nublado;False
MT_20241030;2024-10-30;MT;18.1;Chuva;False
MS_20241030;2024-10-30;MS;28.8;Chuva;False
MG_20241030;2024-10-30;MG;26.4;Chuva;False
PA_20241030;2024-10-30;PA;26.7;Parcialmente Nublado;False
PB_20241030;2024-10-30;PB;24.6;Chuva;False
PR_20241030;2024-10-30;PR;21.3;Parcialmente Nublado;False
PE_20241030;2024-10-30;PE;28.8;Parcialmente Nublado;False
PI_20241030;2024-10-30;PI;27.7;Nublado;False
RJ_20241030;2024-10-30;RJ;26.0;Chuva;False
RN_20241030;2024-10-30;RN;22.4;Sol;False
AC_20241031;2024-10-31;AC;24.8;Sol;False
AL_20241031;2024-10-31;AL;17.5;Chuva;False
AP_20241031;2024-10-31;AP;25.8;Sol;False
AM_20241031;2024-10-31;AM;28.8;Sol;False
BA_20241031;2024-10-31;BA;26.4;Sol;False
CE_20241031;2024-10-31;CE;23.7;Sol;False
DF_20241031;2024-10-31;DF;26.1;Sol;False
ES_20241031;2024-10-31;ES;22.4;Chuva;False
GO_20241031;2024-10-31;GO;20.2;Sol;False
MA_20241031;2024-10-31;MA;22.3;Tempestade;False
MT_20241031;2024-10-31;MT;24.6;Sol;False
MS_20241031;2024-10-31;MS;20.2;Nublado;False
MG_20241031;2024-10-31;MG;24.5;Sol;False
PA_20241031;2024-10-31;PA;28.8;Chuva;False
PB_20241031;2024-10-31;PB;25.7;Parcialmente Nublado;False
PR_20241031;2024-10-31;PR;25.4;Chuva;False
PE_20241031;2024-10-31;PE;25.9;Parcialmente Nublado;False
PI_20241031;2024-10-31;PI;25.6;Chuva;False
RJ_20241031;2024-10-31;RJ;21.7;Nublado;False
RN_20241031;2024-10-31;RN;24.0;Sol;False
AC_20241101;2024-11-01;AC;21.7;Sol;False
AL_20241101;2024-11-01;AL;19.7;Sol;False
AP_20241101;2024-11-01;AP;22.0;Parcialmente Nublado;False
AM_20241101;2024-11-01;AM;31.6;Parcialmente Nublado;False
BA_20241101;2024-11-01;BA;27.5;Sol;False
CE_20241101;2024-11-01;CE;28.8;Sol;False
DF_20241101;2024-11-01;DF;24.9;Chuva;False
ES_20241101;2024-11-01;ES;25.4;Parcialmente Nublado;False
GO_20241101;2024-11-01;GO;26.7;Parcialmente Nublado;False
MA_20241101;2024-11-01;MA;30.2;Chuva;False
MT_20241101;2024-11-01;MT;24.6;Sol;False
MS_20241101;2024-11-01;MS;22.2;Sol;False
MG_20241101;2024-11-01;MG;26.0;Sol;False
PA_20241101;2024-11-01;PA;26.1;Nublado;False
PB_20241101;2024-11-01;PB;21.7;Chuva;False
PR_20241101;2024-11-01;PR;20.3;Chuva;False
PE_20241101;2024-11-01;PE;31.9;Nublado;False
PI_20241101;2024-11-01;PI;20.5;Sol;False
RJ_20241101;2024-11-01;RJ;19.9;Parcialmente Nublado;False
RN_20241101;2024-11-01;RN;23.1;Parcialmente Nublado;False
AC_20241102;2024-11-02;AC;30.2;Chuva;True
AL_20241102;2024-11-02;AL;25.8;Sol;True
AP_20241102;2024-11-02;AP;19.6;Sol;True
AM_20241102;2024-11-02;AM;26.1;Chuva;True
BA_20241102;2024-11-02;BA;33.8;Tempestade;True
CE_20241102;2024-11-02;CE;24.9;Parcialmente Nublado;True
DF_20241102;2024-11-02;DF;22.9;Sol;True
ES_20241102;2024-11-02;ES;19.0;Nublado;True
GO_20241102;2024-11-02;GO;21.0;Chuva;True
MA_20241102;2024-11-02;MA;28.1;Parcialmente Nublado;True
MT_20241102;2024-11-02;MT;23.1;Sol;True
MS_20241102;2024-11-02;MS;25.5;Chuva;True
MG_20241102;2024-11-02;MG;21.2;Sol;True
PA_20241102;2024-11-02;PA;23.2;Nublado;True
PB_20241102;2024-11-02;PB;24.7;Chuva;True
PR_20241102;2024-11-02;PR;14.5;Chuva;True
PE_20241102;2024-11-02;PE;28.8;Parcialmente Nublado;True
PI_20241102;2024-11-02;PI;26.3;Parcialmente Nublado;True
RJ_20241102;2024-11-02;RJ;20.9;Parcialmente Nublado;True
RN_20241102;2024-11-02;RN;27.4;Sol;True
AC_20241103;2024-11-03;AC;29.0;Parcialmente Nublado;False
AL_20241103;2024-11-03;AL;24.8;Sol;False
AP_20241103;2024-11-03;AP;27.0;Nublado;False
AM_20241103;2024-11-03;AM;29.0;Chuva;False
BA_20241103;2024-11-03;BA;26.8;Chuva;False
CE_20241103;2024-11-03;CE;26.5;Nublado;False
DF_20241103;2024-11-03;DF;20.5;Parcialmente Nublado;False
ES_20241103;2024-11-03;ES;25.0;Sol;False
GO_20241103;2024-11-03;GO;27.0;Chuva;False
MA_20241103;2024-11-03;MA;25.9;Nublado;False
MT_20241103;2024-11-03;MT;21.6;Chuva;False
MS_20241103;2024-11-03;MS;25.9;Parcialmente Nublado;False
MG_20241103;2024-11-03;MG;24.6;Parcialmente Nublado;False
PA_20241103;2024-11-03;PA;29.1;Parcialmente Nublado;False
PB_20241103;2024-11-03;PB;28.9;Nublado;False
PR_20241103;2024-11-03;PR;22.2;Parcialmente Nublado;False
PE_20241103;2024-11-03;PE;26.0;Chuva;False
PI_20241103;2024-11-03;PI;27.6;Tempestade;False
RJ_20241103;2024-11-03;RJ;21.3;Tempestade;False
RN_20241103;2024-11-03;RN;24.1;Chuva;False
AC_20241104;2024-11-04;AC;27.2;Sol;False
AL_20241104;2024-11-04;AL;29.9;Nublado;False
AP_20241104;2024-11-04;AP;29.7;Chuva;False
AM_20241104;2024-11-04;AM;31.3;Chuva;False
BA_20241104;2024-11-04;BA;29.7;Sol;False
CE_20241104;2024-11-04;CE;29.2;Chuva;False
DF_20241104;2024-11-04;DF;28.0;Nublado;False
ES_20241104;2024-11-04;ES;19.5;Parcialmente Nublado;False
GO_20241104;2024-11-04;GO;23.1;Sol;False
MA_20241104;2024-11-04;MA;28.6;Chuva;False
MT_20241104;2024-11-04;MT;25.5;Parcialmente Nublado;False
MS_20241104;2024-11-04;MS;16.8;Parcialmente Nublado;False
MG_20241104;2024-11-04;MG;21.8;Sol;False
PA_20241104;2024-11-04;PA;25.8;Parcialmente Nublado;False
PB_20241104;2024-11-04;PB;26.9;Chuva;False
PR_20241104;2024-11-04;PR;20.3;Sol;False
PE_20241104;2024-11-04;PE;24.8;Sol;False
PI_20241104;2024-11-04;PI;22.2;Parcialmente Nublado;False
RJ_20241104;2024-11-04;RJ;23.2;Parcialmente Nublado;False
RN_20241104;2024-11-04;RN;26.1;Tempestade;False
AC_20241105;2024-11-05;AC;28.4;Nublado;False
AL_20241105;2024-11-05;AL;22.9;Chuva;False
AP_20241105;2024-11-05;AP;22.5;Parcialmente Nublado;False
AM_20241105;2024-11-05;AM;27.7;Nublado;False
BA_20241105;2024-11-05;BA;27.9;Chuva;False
CE_20241105;2024-11-05;CE;22.3;Nublado;False
DF_20241105;2024-11-05;DF;24.8;Parcialmente Nublado;False
ES_20241105;2024-11-05;ES;23.0;Sol;False
GO_20241105;2024-11-05;GO;22.3;Sol;False
MA_20241105;2024-11-05;MA;29.1;Parcialmente Nublado;False
MT_20241105;2024-11-05;MT;23.2;Chuva;False
MS_20241105;2024-11-05;MS;21.3;Sol;False
MG_20241105;2024-11-05;MG;24.0;Sol;False
PA_20241105;2024-11-05;PA;25.0;Sol;False
PB_20241105;2024-11-05;PB;21.4;Chuva;False
PR_20241105;2024-11-05;PR;19.8;Chuva;False
PE_20241105;2024-11-05;PE;29.9;Tempestade;False
PI_20241105;2024-11-05;PI;24.4;Nublado;False
RJ_20241105;2024-11-05;RJ;21.9;Parcialmente Nublado;False
RN_20241105;2024-11-05;RN;25.7;Chuva;False
AC_20241106;2024-11-06;AC;30.3;Sol;False
AL_20241106;2024-11-06;AL;25.2;Parcialmente Nublado;False
AP_20241106;2024-11-06;AP;25.2;Sol;False
AM_20241106;2024-11-06;AM;31.4;Sol;False
BA_20241106;2024-11-06;BA;34.0;Parcialmente Nublado;False
CE_20241106;2024-11-06;CE;27.1;Parcialmente Nublado;False
DF_20241106;2024-11-06;DF;24.4;Sol;False
ES_20241106;2024-11-06;ES;26.3;Sol;False
GO_20241106;2024-11-06;GO;25.1;Parcialmente Nublado;False
MA_20241106;2024-11-06;MA;34.3;Sol;False
MT_20241106;2024-11-06;MT;23.3;Parcialmente Nublado;False
MS_20241106;2024-11-06;MS;23.5;Sol;False
MG_20241106;2024-11-06;MG;23.6;Parcialmente Nublado;False
PA_20241106;2024-11-06;PA;30.4;Chuva;False
PB_20241106;2024-11-06;PB;24.3;Parcialmente Nublado;False
PR_20241106;2024-11-06;PR;21.3;Sol;False
PE_20241106;2024-11-06;PE;29.4;Parcialmente Nublado;False
PI_20241106;2024-11-06;PI;26.2;Sol;False
RJ_20241106;2024-11-06;RJ;26.4;Parcialmente Nublado;False
RN_20241106;2024-11-06;RN;26.0;Chuva;False
AC_20241107;2024-11-07;AC;24.8;Sol;False
AL_20241107;2024-11-07;AL;24.8;Chuva;False
AP_20241107;2024-11-07;AP;21.8;Tempestade;False
AM_20241107;2024-11-07;AM;29.9;Nublado;False
BA_20241107;2024-11-07;BA;31.3;Chuva;False
CE_20241107;2024-11-07;CE;32.3;Sol;False
DF_20241107;2024-11-07;DF;22.2;Sol;False
ES_20241107;2024-11-07;ES;29.9;Parcialmente Nublado;False
GO_20241107;2024-11-07;GO;25.0;Sol;False
MA_20241107;2024-11-07;MA;29.3;Sol;False
MT_20241107;2024-11-07;MT;20.2;Sol;False
MS_20241107;2024-11-07;MS;29.2;Parcialmente Nublado;False
MG_20241107;2024-11-07;MG;27.9;Nublado;False
PA_20241107;2024-11-07;PA;32.7;Tempestade;False
PB_20241107;2024-11-07;PB;20.7;Parcialmente Nublado;False
PR_20241107;2024-11-07;PR;18.4;Sol;False
PE_20241107;2024-11-07;PE;22.0;Sol;False
PI_20241107;2024-11-07;PI;25.9;Nublado;False
RJ_20241107;2024-11-07;RJ;26.1;Parcialmente Nublado;False
RN_20241107;2024-11-07;RN;25.2;Tempestade;False
AC_20241108;2024-11-08;AC;26.5;Sol;False
AL_20241108;2024-11-08;AL;27.6;Parcialmente Nublado;False
AP_20241108;2024-11-08;AP;26.7;Sol;False
AM_20241108;2024-11-08;AM;29.1;Sol;False
BA_20241108;2024-11-08;BA;28.3;Sol;False
CE_20241108;2024-11-08;CE;30.6;Chuva;False
DF_20241108;2024-11-08;DF;20.1;Sol;False
ES_20241108;2024-11-08;ES;28.9;Chuva;False
GO_20241108;2024-11-08;GO;19.8;Sol;False
MA_20241108;2024-11-08;MA;26.0;Nublado;False
MT_20241108;2024-11-08;MT;24.4;Parcialmente Nublado;False
MS_20241108;2024-11-08;MS;28.8;Sol;False
MG_20241108;2024-11-08;MG;24.2;Sol;False
PA_20241108;2024-11-08;PA;25.5;Chuva;False
PB_20241108;2024-11-08;PB;17.9;Tempestade;False
PR_20241108;2024-11-08;PR;27.0;Tempestade;False
PE_20241108;2024-11-08;PE;28.3;Chuva;False
PI_20241108;2024-11-08;PI;21.7;Nublado;False
RJ_20241108;2024-11-08;RJ;20.3;Sol;False
RN_20241108;2024-11-08;RN;24.8;Sol;False
AC_20241109;2024-11-09;AC;21.2;Sol;False
AL_20241109;2024-11-09;AL;23.6;Parcialmente Nublado;False
AP_20241109;2024-11-09;AP;20.6;Sol;False
AM_20241109;2024-11-09;AM;26.0;Parcialmente Nublado;False
BA_20241109;2024-11-09;BA;26.9;Parcialmente Nublado;False
CE_20241109;2024-11-09;CE;29.0;Sol;False
DF_20241109;2024-11-09;DF;23.5;Sol;False
ES_20241109;2024-11-09;ES;25.6;Nublado;False
GO_20241109;2024-11-09;GO;27.8;Nublado;False
MA_20241109;2024-11-09;MA;28.9;Chuva;False
MT_20241109;2024-11-09;MT;25.7;Nublado;False
MS_20241109;2024-11-09;MS;22.3;Sol;False
MG_20241109;2024-11-09;MG;20.7;Sol;False
PA_20241109;2024-11-09;PA;27.8;Parcialmente Nublado;False
PB_20241109;2024-11-09;PB;23.3;Sol;False
PR_20241109;2024-11-09;PR;22.0;Nublado;False
PE_20241109;2024-11-09;PE;32.3;Nublado;False
PI_20241109;2024-11-09;PI;26.2;Nublado;False
RJ_20241109;2024-11-09;RJ;26.3;Nublado;False
RN_20241109;2024-11-09;RN;26.5;Tempestade;False
AC_20241110;2024-11-10;AC;25.2;Parcialmente Nublado;False
AL_20241110;2024-11-10;AL;26.9;Tempestade;False
AP_20241110;2024-11-10;AP;25.5;Sol;False
AM_20241110;2024-11-10;AM;28.5;Chuva;False
BA_20241110;2024-11-10;BA;28.5;Chuva;False
CE_20241110;2024-11-10;CE;25.4;Sol;False
DF_20241110;2024-11-10;DF;24.2;Sol;False
ES_20241110;2024-11-10;ES;22.9;Sol;False
GO_20241110;2024-11-10;GO;19.9;Parcialmente Nublado;False
MA_20241110;2024-11-10;MA;25.3;Parcialmente Nublado;False
MT_20241110;2024-11-10;MT;21.8;Sol;False
MS_20241110;2024-11-10;MS;26.0;Parcialmente Nublado;False
MG_20241110;2024-11-10;MG;33.1;Parcialmente Nublado;False
PA_20241110;2024-11-10;PA;31.6;Parcialmente Nublado;False
PB_20241110;2024-11-10;PB;22.4;Sol;False
PR_20241110;2024-11-10;PR;26.4;Nublado;False
PE_20241110;2024-11-10;PE;30.8;Chuva;False
PI_20241110;2024-11-10;PI;25.6;Parcialmente Nublado;False
RJ_20241110;2024-11-10;RJ;16.8;Parcialmente Nublado;False
RN_20241110;2024-11-10;RN;22.5;Sol;False
AC_20241111;2024-11-11;AC;15.8;Nublado;False
AL_20241111;2024-11-11;AL;27.6;Sol;False
AP_20241111;2024-11-11;AP;26.3;Nublado;False
AM_20241111;2024-11-11;AM;26.8;Chuva;False
BA_20241111;2024-11-11;BA;26.0;Nublado;False
CE_20241111;2024-11-11;CE;26.7;Nublado;False
DF_20241111;2024-11-11;DF;25.1;Chuva;False
ES_20241111;2024-11-11;ES;24.9;Chuva;False
GO_20241111;2024-11-11;GO;23.8;Parcialmente Nublado;False
MA_20241111;2024-11-11;MA;29.7;Nublado;False
MT_20241111;2024-11-11;MT;20.8;Tempestade;False
MS_20241111;2024-11-11;MS;23.9;Sol;False
MG_20241111;2024-11-11;MG;22.8;Sol;False
PA_20241111;2024-11-11;PA;26.0;Chuva;False
PB_20241111;2024-11-11;PB;29.7;Parcialmente Nublado;False
PR_20241111;2024-11-11;PR;21.2;Sol;False
PE_20241111;2024-11-11;PE;28.4;Parcialmente Nublado;False
PI_20241111;2024-11-11;PI;27.0;Sol;False
RJ_20241111;2024-11-11;RJ;22.4;Nublado;False
RN_20241111;2024-11-11;RN;20.7;Nublado;False
AC_20241112;2024-11-12;AC;28.1;Sol;False
AL_20241112;2024-11-12;AL;22.5;Chuva;False
AP_20241112;2024-11-12;AP;28.0;Sol;False
AM_20241112;2024-11-12;AM;29.0;Chuva;False
BA_20241112;2024-11-12;BA;28.1;Chuva;False
CE_20241112;2024-11-12;CE;33.1;Chuva;False
DF_20241112;2024-11-12;DF;25.4;Parcialmente Nublado;False
ES_20241112;2024-11-12;ES;31.9;Nublado;False
GO_20241112;2024-11-12;GO;23.4;Parcialmente Nublado;False
MA_20241112;2024-11-12;MA;24.7;Parcialmente Nublado;False
MT_20241112;2024-11-12;MT;22.3;Nublado;False
MS_20241112;2024-11-12;MS;18.0;Chuva;False
MG_20241112;2024-11-12;MG;28.8;Parcialmente Nublado;False
PA_20241112;2024-11-12;PA;36.5;Chuva;False
PB_20241112;2024-11-12;PB;22.5;Nublado;False
PR_20241112;2024-11-12;PR;23.5;Sol;False
PE_20241112;2024-11-12;PE;24.4;Sol;False
PI_20241112;2024-11-12;PI;26.9;Nublado;False
RJ_20241112;2024-11-12;RJ;27.9;Sol;False
RN_20241112;2024-11-12;RN;22.1;Sol;False
AC_20241113;2024-11-13;AC;22.1;Nublado;False
AL_20241113;2024-11-13;AL;23.4;Parcialmente Nublado;False
AP_20241113;2024-11-13;AP;28.4;Sol;False
AM_20241113;2024-11-13;AM;29.0;Nublado;False
BA_20241113;2024-11-13;BA;29.3;Sol;False
CE_20241113;2024-11-13;CE;30.8;Sol;False
DF_20241113;2024-11-13;DF;16.7;Chuva;False
ES_20241113;2024-11-13;ES;26.4;Nublado;False
GO_20241113;2024-11-13;GO;20.8;Chuva;False
MA_20241113;2024-11-13;MA;29.9;Parcialmente Nublado;False
MT_20241113;2024-11-13;MT;19.3;Nublado;False
